timepoint,year,block,plot,transect_name,initial_state,treatment_type,dispersal_treatment,cm_location,species_code,genus,species,count,notes
t1,2021,5,18,5_18,open,open_with_log,before,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,18,5_18,open,open_with_log,before,12,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,18,5_18,open,open_with_log,before,13,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,18,5_18,open,open_with_log,before,14,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,18,5_18,open,open_with_log,before,15,pomu,Pogonolepis,mulleriana,4,
t1,2021,5,18,5_18,open,open_with_log,before,16,pomu,Pogonolepis,mulleriana,4,
t1,2021,5,18,5_18,open,open_with_log,before,17,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,18,5_18,open,open_with_log,before,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,18,5_18,open,open_with_log,before,19,pomu,Pogonolepis,mulleriana,2,
t1,2021,5,18,5_18,open,open_with_log,before,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,18,5_18,open,open_with_log,before,21,pomu,Pogonolepis,mulleriana,1,transect 21 cm long
t1,2021,5,19,5_19,open,open,NA,4,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,19,5_19,open,open,NA,5,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,19,5_19,open,open,NA,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,19,5_19,open,open,NA,15,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,19,5_19,open,open,NA,16,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,19,5_19,open,open,NA,17,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,19,5_19,open,open,NA,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,19,5_19,open,open,NA,19,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,21,5_21,open,open,NA,6,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,21,5_21,open,open,NA,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,21,5_21,open,open,NA,12,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,21,5_21,open,open,NA,14,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,22,5_22,open,open,NA,7,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,22,5_22,open,open,NA,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,22,5_22,open,open,NA,11,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,6,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,7,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,9,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,11,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,23,5_23,open,open,NA,21,pomu,Pogonolepis,mulleriana,1,transect 21 cm long
t1,2021,5,24,5_24,open,open_with_pvc,before,12,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,24,5_24,open,open_with_pvc,before,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,0,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,2,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,3,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,5,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,6,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,7,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,9,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,11,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,12,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,13,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,31,5_31,open,open,NA,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,0,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,1,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,2,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,3,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,4,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,6,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,9,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,32,5_32,open,open_with_log,after,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,ten,5_10,log,insitu_pvc,after,1,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,ten,5_10,log,insitu_pvc,after,2,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,ten,5_10,log,insitu_pvc,after,3,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,ten,5_10,log,insitu_pvc,after,15,pomu,Pogonolepis,mulleriana,1,
t1,2021,5,ten,5_10,log,insitu_pvc,after,21,pomu,Pogonolepis,mulleriana,1,transect 21 cm long
t1,2021,5,twenty,5_20,open,open,NA,14,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,1,6_1,log,gap,before,4,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,1,6_1,log,gap,before,5,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,13,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,13,6_13,log,insitu_pvc,after,4,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,13,6_13,log,insitu_pvc,after,5,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,13,6_13,log,insitu_pvc,after,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,13,6_13,log,insitu_pvc,after,9,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,13,6_13,log,insitu_pvc,after,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,15,6_15,log,insitu_log,after,6,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,2,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,4,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,12,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,14,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,15,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,16,6_16,log,insitu_log,after,16,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,17,6_17,open,open,NA,11,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,17,6_17,open,open,NA,13,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,17,6_17,open,open,NA,14,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,19,6_19,open,open,NA,5,pomu,Pogonolepis,mulleriana,1,Tree on plot - removed
t1,2021,6,21,6_21,open,open,NA,1,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,21,6_21,open,open,NA,2,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,21,6_21,open,open,NA,6,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,21,6_21,open,open,NA,7,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,22,6_22,open,open,NA,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,22,6_22,open,open,NA,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,22,6_22,open,open,NA,19,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,22,6_22,open,open,NA,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,1,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,2,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,5,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,9,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,11,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,13,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,16,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,32,6_32,open,open,NA,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,0,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,1,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,3,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,13,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,15,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,16,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,19,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,thirty,6_30,open,open_with_pvc,after,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,0,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,5,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,18,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,19,pomu,Pogonolepis,mulleriana,1,
t1,2021,6,twenty,6_20,open,open_with_log,before,21,pomu,Pogonolepis,mulleriana,1,transect 21 cm long
t1,2021,7,8,7_8,log,insitu_log,before,8,pomu,Pogonolepis,mulleriana,1,
t1,2021,7,8,7_8,log,insitu_log,before,21,pomu,Pogonolepis,mulleriana,1,transect 21 cm long
t1,2021,7,22,7_22,open,open,NA,7,pomu,Pogonolepis,mulleriana,1,
t1,2021,7,22,7_22,open,open,NA,20,pomu,Pogonolepis,mulleriana,1,
t1,2021,7,22,7_22,open,open,NA,21,pomu,Pogonolepis,mulleriana,1,transect 21 cm long
t1,2021,7,twenty,7_20,open,open_with_pvc,after,10,pomu,Pogonolepis,mulleriana,1,
t1,2021,7,twenty,7_20,open,open_with_pvc,after,11,pomu,Pogonolepis,mulleriana,1,
t0,2020,1,13,1_13,log,insitu_log,before,5,ptga,Ptilotus,gaudichaudii,1,
t0,2020,1,17,1_17,open,open,NA,1,ptga,Ptilotus,gaudichaudii,1,
t0,2020,3,17,3_17,open,open_with_pvc,before,16,ptga,Ptilotus,gaudichaudii,1,
t0,2020,4,5,4_5,log,gap,before,8,ptga,Ptilotus,gaudichaudii,1,
t0,2020,4,5,4_5,log,gap,before,11,ptga,Ptilotus,gaudichaudii,1,
t0,2020,4,26,4_26,open,open,NA,20,ptga,Ptilotus,gaudichaudii,1,
t0,2020,5,8,5_8,log,gap,after,14,ptga,Ptilotus,gaudichaudii,1,
t0,2020,6,14,6_14,log,insitu_pvc,before,12,ptga,Ptilotus,gaudichaudii,1,
t0,2020,6,23,6_23,open,open_with_pvc,before,6,ptga,Ptilotus,gaudichaudii,1,
t0,2020,7,4,7_4,log,gap,after,11,ptga,Ptilotus,gaudichaudii,1,
t0,2020,7,11,7_11,log,insitu_pvc,after,19,ptga,Ptilotus,gaudichaudii,1,
t0,2020,7,15,7_15,log,insitu_log,after,2,ptga,Ptilotus,gaudichaudii,1,
t0,2020,7,31,7_31,open,open,NA,5,ptga,Ptilotus,gaudichaudii,1,
t1,2021,1,32,1_32,open,open,NA,10,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,6,2_6,log,insitu_pvc,after,0,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,17,2_17,open,open_with_log,after,12,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,17,2_17,open,open_with_log,after,18,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,17,2_17,open,open_with_log,after,19,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,17,2_17,open,open_with_log,after,21,ptga,Ptilotus,gaudichaudii,1,transect 21 cm long
t1,2021,2,18,2_18,open,open,NA,7,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,18,2_18,open,open,NA,11,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,18,2_18,open,open,NA,12,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,27,2_27,open,open,NA,0,ptga,Ptilotus,gaudichaudii,1,both transect pins missing so just did 20cm in the middle of the 2 pin tags
t1,2021,2,27,2_27,open,open,NA,4,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,27,2_27,open,open,NA,13,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,28,2_28,open,open,NA,11,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,28,2_28,open,open,NA,12,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,28,2_28,open,open,NA,17,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,31,2_31,open,open,NA,18,ptga,Ptilotus,gaudichaudii,1,
t1,2021,2,ten,2_10,log,gap,before,14,ptga,Ptilotus,gaudichaudii,1,
t1,2021,4,26,4_26,open,open,NA,4,ptga,Ptilotus,gaudichaudii,1,
t1,2021,4,26,4_26,open,open,NA,14,ptga,Ptilotus,gaudichaudii,1,
t1,2021,4,26,4_26,open,open,NA,15,ptga,Ptilotus,gaudichaudii,1,
t1,2021,5,8,5_8,log,gap,after,4,ptga,Ptilotus,gaudichaudii,1,
t1,2021,6,11,6_11,log,insitu_pvc,after,18,ptga,Ptilotus,gaudichaudii,1,
t1,2021,7,4,7_4,log,gap,after,13,ptga,Ptilotus,gaudichaudii,1,
t1,2021,7,4,7_4,log,gap,after,14,ptga,Ptilotus,gaudichaudii,1,
t1,2021,7,6,7_6,log,gap,after,7,ptga,Ptilotus,gaudichaudii,1,
t1,2021,5,8,5_8,log,gap,after,14,ptga,Ptilotus,gaudichaudii,1,Recorded as PTOB - unsure what this is meant to be? Pretty sure we only saw one ptilotus. Included as ptga
t1,2021,5,8,5_8,log,gap,after,15,ptga,Ptilotus,gaudichaudii,1,Recorded as PTOB - unsure what this is meant to be? Pretty sure we only saw one ptilotus. Included as ptga
t0,2020,1,3,1_3,log,insitu_pvc,before,10,rhla,Rhodanthe,laevis,1,
t0,2020,1,16,1_16,log,insitu_log,after,2,rhla,Rhodanthe,laevis,1,
t0,2020,1,16,1_16,log,insitu_log,after,19,rhla,Rhodanthe,laevis,1,
t0,2020,2,9,2_9,log,insitu_pvc,after,6,rhla,Rhodanthe,laevis,1,
t0,2020,2,9,2_9,log,insitu_pvc,after,13,rhla,Rhodanthe,laevis,1,
t0,2020,2,12,2_12,log,gap,before,2,rhla,Rhodanthe,laevis,1,
t0,2020,2,12,2_12,log,gap,before,7,rhla,Rhodanthe,laevis,1,
t0,2020,2,13,2_13,log,gap,before,11,rhla,Rhodanthe,laevis,1,
t0,2020,2,18,2_18,open,open,NA,9,rhla,Rhodanthe,laevis,1,
t0,2020,2,22,2_22,open,open,NA,6,rhla,Rhodanthe,laevis,1,
t0,2020,2,22,2_22,open,open,NA,17,rhla,Rhodanthe,laevis,1,
t0,2020,2,26,2_26,open,open_with_log,before,18,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,3,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,8,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,9,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,10,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,11,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,12,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,15,rhla,Rhodanthe,laevis,1,
t0,2020,2,27,2_27,open,open,NA,16,rhla,Rhodanthe,laevis,1,
t0,2020,2,28,2_28,open,open,NA,13,rhla,Rhodanthe,laevis,1,
t0,2020,2,ten,2_10,log,gap,before,10,rhla,Rhodanthe,laevis,1,
t0,2020,2,ten,2_10,log,gap,before,17,rhla,Rhodanthe,laevis,1,
t0,2020,2,ten,2_10,log,gap,before,18,rhla,Rhodanthe,laevis,1,
t0,2020,3,27,3_27,open,open_with_pvc,after,5,rhla,Rhodanthe,laevis,1,
t0,2020,4,23,4_23,open,open,NA,16,rhla,Rhodanthe,laevis,1,
t0,2020,6,12,6_12,log,insitu_log,before,1,rhla,Rhodanthe,laevis,1,
t1,2021,5,8,5_8,log,gap,after,7,rhla,Rhodanthe,laevis,1,
t0,2020,1,29,1_29,open,open_with_pvc,after,11,rhpy,Rhodanthe,pygmaea,1,
t0,2020,1,32,1_32,open,open,NA,2,rhpy,Rhodanthe,pygmaea,1,
t0,2020,2,23,2_23,open,open_with_pvc,after,7,rhpy,Rhodanthe,pygmaea,1,
t0,2020,4,11,4_11,log,insitu_pvc,before,2,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,7,5_7,log,gap,after,10,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,12,5_12,log,insitu_pvc,after,14,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,13,5_13,log,gap,after,5,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,14,5_14,log,insitu_log,after,4,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,14,5_14,log,insitu_log,after,12,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,14,5_14,log,insitu_log,after,13,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,14,5_14,log,insitu_log,after,16,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,thirty,5_30,log,insitu_log,before,6,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,thirty,5_30,log,insitu_log,before,7,rhpy,Rhodanthe,pygmaea,1,
t0,2020,5,thirty,5_30,log,insitu_log,before,18,rhpy,Rhodanthe,pygmaea,1,
t0,2020,6,5,6_5,log,gap,before,13,rhpy,Rhodanthe,pygmaea,1,
t0,2020,6,5,6_5,log,gap,before,19,rhpy,Rhodanthe,pygmaea,1,
t0,2020,6,5,6_5,log,gap,before,20,rhpy,Rhodanthe,pygmaea,1,
t0,2020,6,23,6_23,open,open_with_pvc,before,4,rhpy,Rhodanthe,pygmaea,1,
t1,2021,4,15,4_15,log,gap,before,11,rhpy,Rhodanthe,pygmaea,1,
t1,2021,4,15,4_15,log,gap,before,15,rhpy,Rhodanthe,pygmaea,1,
t1,2021,4,28,4_28,open,open,NA,0,rhpy,Rhodanthe,pygmaea,1,
t1,2021,4,28,4_28,open,open,NA,2,rhpy,Rhodanthe,pygmaea,1,
t1,2021,5,14,5_14,log,insitu_log,after,12,rhpy,Rhodanthe,pygmaea,1,
t1,2021,5,14,5_14,log,insitu_log,after,20,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,4,6_4,log,gap,after,7,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,4,6_4,log,gap,after,9,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,5,6_5,log,gap,before,0,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,5,6_5,log,gap,before,18,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,12,6_12,log,insitu_log,before,12,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,12,6_12,log,insitu_log,before,17,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,12,6_12,log,insitu_log,before,18,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,12,6_12,log,insitu_log,before,19,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,23,6_23,open,open_with_pvc,before,1,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,23,6_23,open,open_with_pvc,before,12,rhpy,Rhodanthe,pygmaea,1,
t1,2021,6,24,6_24,open,open_with_pvc,after,15,rhpy,Rhodanthe,pygmaea,1,
t1,2021,7,7,7_7,log,gap,after,3,rhpy,Rhodanthe,pygmaea,1,
t1,2021,7,12,7_12,log,insitu_log,after,4,rhpy,Rhodanthe,pygmaea,1,
t1,2021,7,22,7_22,open,open,NA,15,rhpy,Rhodanthe,pygmaea,1,
t1,2021,7,22,7_22,open,open,NA,18,rhpy,Rhodanthe,pygmaea,1,
t1,2021,7,23,7_23,open,open,NA,1,rhpy,Rhodanthe,pygmaea,1,
t1,2021,7,23,7_23,open,open,NA,8,rhpy,Rhodanthe,pygmaea,1,
t1,2021,2,3,2_3,log,gap,after,0,scna,Schoenus,nanus,1,
t1,2021,2,25,2_25,open,open,NA,1,scna,Schoenus,nanus,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,15,scna,Schoenus,nanus,1,
t1,2021,6,2,6_2,log,insitu_pvc,before,18,scna,Schoenus,nanus,1,
t1,2021,6,11,6_11,log,insitu_pvc,after,20,scna,Schoenus,nanus,1,
t1,2021,7,5,7_5,log,gap,before,12,scna,Schoenus,nanus,1,
t1,2021,7,5,7_5,log,gap,before,13,scna,Schoenus,nanus,1,
t1,2021,7,5,7_5,log,gap,before,14,scna,Schoenus,nanus,1,
t1,2021,7,27,7_27,open,open_with_log,before,18,scna,Schoenus,nanus,1,
t1,2021,7,28,7_28,open,open,NA,3,scna,Schoenus,nanus,1,
t1,2021,6,9,6_9,log,insitu_log,before,17,sool,Sonchus,oleraceus,1,
t0,2020,7,1,7_1,log,insitu_log,before,5,stfi,Stenopetalum,filiform,1,written down as ctfi?
t1,2021,6,28,6_28,open,open_with_log,after,20,stpi,Stenopetalum,filiform,1,
t0,2020,1,9,1_9,log,gap,after,3,trcy,Trachymene,cyanopetala,1,
t0,2020,1,9,1_9,log,gap,after,17,trcy,Trachymene,cyanopetala,1,
t0,2020,1,9,1_9,log,gap,after,20,trcy,Trachymene,cyanopetala,1,
t0,2020,1,13,1_13,log,insitu_log,before,19,trcy,Trachymene,cyanopetala,1,
t0,2020,2,1,2_1,log,gap,after,7,trcy,Trachymene,cyanopetala,1,
t0,2020,2,1,2_1,log,gap,after,10,trcy,Trachymene,cyanopetala,1,
t0,2020,2,1,2_1,log,gap,after,19,trcy,Trachymene,cyanopetala,1,
t0,2020,2,2,2_2,log,insitu_pvc,before,3,trcy,Trachymene,cyanopetala,1,
t0,2020,2,3,2_3,log,gap,after,2,trcy,Trachymene,cyanopetala,1,
t0,2020,2,3,2_3,log,gap,after,7,trcy,Trachymene,cyanopetala,1,
t0,2020,2,3,2_3,log,gap,after,10,trcy,Trachymene,cyanopetala,1,
t0,2020,2,3,2_3,log,gap,after,18,trcy,Trachymene,cyanopetala,1,
t0,2020,2,7,2_7,log,insitu_log,before,4,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,7,2_7,log,insitu_log,before,5,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,7,2_7,log,insitu_log,before,6,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,7,2_7,log,insitu_log,before,12,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,7,2_7,log,insitu_log,before,19,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,8,2_8,log,insitu_log,before,10,trcy,Trachymene,cyanopetala,1,
t0,2020,2,8,2_8,log,insitu_log,before,14,trcy,Trachymene,cyanopetala,1,
t0,2020,2,12,2_12,log,gap,before,18,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,12,2_12,log,gap,before,19,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,13,2_13,log,gap,before,5,trcy,Trachymene,cyanopetala,1,
t0,2020,2,13,2_13,log,gap,before,8,trcy,Trachymene,cyanopetala,1,
t0,2020,2,14,2_14,log,insitu_pvc,before,4,trcy,Trachymene,cyanopetala,2,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,14,2_14,log,insitu_pvc,before,12,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,14,2_14,log,insitu_pvc,before,13,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,14,2_14,log,insitu_pvc,before,18,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,14,2_14,log,insitu_pvc,before,19,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,16,2_16,log,insitu_log,after,2,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,16,2_16,log,insitu_log,after,10,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,16,2_16,log,insitu_log,after,13,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,21,2_21,open,open_with_pvc,after,3,trcy,Trachymene,cyanopetala,1,
t0,2020,2,25,2_25,open,open,NA,18,trcy,Trachymene,cyanopetala,1,
t0,2020,2,thirty,2_30,open,open_with_pvc,before,2,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,thirty,2_30,open,open_with_pvc,before,3,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,2,thirty,2_30,open,open_with_pvc,before,8,trcy,Trachymene,cyanopetala,1,Recorded as TRPI but note on data sheet to change to TRCY
t0,2020,3,1,3_1,log,gap,before,3,trcy,Trachymene,cyanopetala,1,
t0,2020,3,1,3_1,log,gap,before,9,trcy,Trachymene,cyanopetala,1,
t0,2020,3,1,3_1,log,gap,before,14,trcy,Trachymene,cyanopetala,1,
t0,2020,3,1,3_1,log,gap,before,19,trcy,Trachymene,cyanopetala,1,
t0,2020,3,2,3_2,log,gap,after,10,trcy,Trachymene,cyanopetala,1,
t0,2020,3,2,3_2,log,gap,after,20,trcy,Trachymene,cyanopetala,1,
t0,2020,3,6,3_6,log,gap,after,19,trcy,Trachymene,cyanopetala,1,
t0,2020,3,7,3_7,log,gap,after,3,trcy,Trachymene,cyanopetala,1,
t0,2020,3,8,3_8,log,insitu_pvc,before,4,trcy,Trachymene,cyanopetala,1,
